TransactionId,UserId,VisitYear,VisitMonth,VisitMode_x,AttractionId,Rating,ContinentId,RegionId,CountryId,CityId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,Continent,AttractionType,VisitModeId,VisitMode_y
1910,323,2021,3,5,1797,2.640598879554559,5,10,70,4445,2183,Temple,Sacred Shrine - Jericoacoara,"Main Street, Jericoacoara, Brazil",Europe,,5,Solo
1911,922,2019,1,3,2202,2.0816646003704595,4,12,98,2916,2937,Temple,Ancient Temple - Dharan,"Main Street, Dharan, Nepal",Australia & Oceania,,3,Family
1912,904,2017,4,5,1933,3.7583891613109324,4,17,17,8842,2325,Market,Local Bazaar - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong",Australia & Oceania,,5,Solo
1913,518,2023,5,3,1790,2.018328671719691,5,10,94,8567,2163,Temple,Ancient Temple - Santa Cruz,"Main Street, Santa Cruz, Bolivia",Europe,,3,Family
1914,976,2020,11,4,2941,2.262674324084693,3,0,138,1259,7662,Park,Eco Park - Beverwijk,"Main Street, Beverwijk, Netherlands",Asia,,4,Friends
1915,792,2015,1,5,1654,4.270797247390424,4,2,122,239,256,Beach,Paradise Beach - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands",Australia & Oceania,,5,Solo
1916,432,2019,8,5,1841,3.640468384500616,5,20,47,8713,2243,Beach,Golden Sand Beach - Tena,"Main Street, Tena, Ecuador",Europe,,5,Solo
1917,487,2021,2,2,1850,3.5239646168545695,2,12,154,4770,2245,Market,Flea Market - Aguas Calientes,"Main Street, Aguas Calientes, Peru",America,,2,Couples
1918,606,2018,1,3,1840,3.1728111373708963,4,17,86,6125,2243,Park,Eco Park - Tena,"Main Street, Tena, Ecuador",Australia & Oceania,,3,Family
1919,429,2022,2,3,1911,3.0851220729574846,3,14,72,8464,2266,Market,Local Bazaar - Beijing,"Main Street, Beijing, China",Asia,,3,Family
1920,269,2024,5,3,1840,4.261050436741605,3,20,46,5638,2243,Park,Eco Park - Tena,"Main Street, Tena, Ecuador",Asia,,3,Family
1921,709,2019,9,3,2137,4.460022154436183,3,2,147,9117,2625,Temple,Ancient Temple - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates",Asia,,3,Family
1922,537,2023,9,3,2560,3.5408528094572422,5,5,47,888,6064,Museum,History Museum - Ventspils,"Main Street, Ventspils, Latvia",Europe,,3,Family
1923,148,2023,2,3,2815,5.0,4,2,144,1752,6771,Museum,History Museum - Orestiada,"Main Street, Orestiada, Greece",Australia & Oceania,,3,Family
1924,118,2023,2,2,1814,4.822798235675488,2,14,150,7123,2218,Market,Night Market - Chile,"Main Street, Chile, Chile",America,,2,Couples
1925,850,2015,3,3,2777,3.1497179600510345,4,6,50,635,6725,Museum,History Museum - Tirana,"Main Street, Tirana, Albania",Australia & Oceania,,3,Family
1926,367,2016,7,2,1705,4.282489017132614,5,14,85,700,290,Museum,Cultural Heritage Center - goprohonduras,"Main Street, goprohonduras, Honduras",Europe,,2,Couples
1927,850,2017,11,2,2854,3.1730713663936614,4,6,50,635,6974,Temple,Ancient Temple - Montenegro,"Main Street, Montenegro, Montenegro",Australia & Oceania,,2,Couples
1928,66,2018,3,4,1822,3.547023550228698,4,21,68,6847,2235,Museum,Science Museum - Popayan,"Main Street, Popayan, Colombia",Australia & Oceania,,4,Friends
1929,970,2024,1,1,1378,1.2198562455146074,4,20,31,920,32,Beach,Golden Sand Beach - Dar es Salaam,"Main Street, Dar es Salaam, Tanzania",Australia & Oceania,,1,Business
1930,813,2023,6,3,2613,3.7958988418732407,2,20,156,6812,6156,Museum,Science Museum - Belgrade,"Main Street, Belgrade, Serbia",America,,3,Family
1931,370,2024,3,3,1794,5.0,2,17,22,7813,2183,Temple,Cathedral - Jericoacoara,"Main Street, Jericoacoara, Brazil",America,,3,Family
1932,175,2020,1,3,1444,4.620535396780369,5,13,121,8089,75,Museum,Art Gallery - Bizerte,"Main Street, Bizerte, Tunisia",Europe,,3,Family
1933,831,2015,4,4,1941,4.645268578797048,2,19,162,8576,2350,Market,Local Bazaar - Iwakuni,"Main Street, Iwakuni, Japan",America,,4,Friends
1934,588,2023,1,3,2842,2.139716154305357,2,20,164,1307,6973,Park,Wildlife Reserve - Moldova,"Main Street, Moldova, Moldova",America,,3,Family
1935,495,2020,1,2,2829,2.4337977885342545,4,21,139,8113,6875,Temple,Sacred Shrine - Monza,"Main Street, Monza, Italy",Australia & Oceania,,2,Couples
1936,973,2018,12,5,1891,1.9328196666009432,5,12,93,992,2261,Beach,Golden Sand Beach - Bishkek,"Main Street, Bishkek, Kyrgyzstan",Europe,,5,Solo
1937,114,2018,2,5,2211,2.2636611298225437,5,9,104,523,2950,Beach,Crystal Bay - Sahiwal,"Main Street, Sahiwal, Pakistan",Europe,,5,Solo
1938,111,2017,10,1,1740,3.3181573739749015,3,20,126,9121,440,Park,National Park - MontrÃ©al,"Main Street, MontrÃ©al, Canada",Asia,,1,Business
1939,761,2021,8,3,2854,2.9591352534809916,2,1,155,7082,6974,Temple,Ancient Temple - Montenegro,"Main Street, Montenegro, Montenegro",America,,3,Family
1940,439,2017,2,3,2261,3.7427912698570642,5,13,7,5755,3000,Museum,Art Gallery - Dili District,"Main Street, Dili District, East Timor",Europe,,3,Family
1941,715,2016,11,2,2146,2.754004993098308,3,17,1,2669,2642,Museum,Science Museum - Kabul,"Main Street, Kabul, Afghanistan",Asia,,2,Couples
1942,147,2024,2,3,2679,2.6464622337989105,4,14,106,3977,6357,Market,Night Market - Tbilisi,"Main Street, Tbilisi, Georgia",Australia & Oceania,,3,Family
1943,35,2022,11,4,2389,1.8816137368206345,5,12,152,1498,5466,Temple,Ancient Temple - Viti Levu,"Main Street, Viti Levu, Fiji",Europe,,4,Friends
1944,999,2018,11,2,2702,4.5673538293791305,5,7,37,5781,6411,Park,National Park - Rivne,"Main Street, Rivne, Ukraine",Europe,,2,Couples
1945,309,2022,10,5,2666,1.0454934640185947,5,17,80,6218,6331,Market,Flea Market - Minsk Region,"Main Street, Minsk Region, Belarus",Europe,,5,Solo
1946,538,2015,10,3,1437,1.5066099525678847,2,6,38,3105,67,Museum,Art Gallery - Chefchaouen,"Main Street, Chefchaouen, Morocco",America,,3,Family
1947,750,2019,8,3,2281,4.807190959054184,5,20,51,5165,3087,Beach,Sunset Cove - Gili Meno,"Main Street, Gili Meno, Indonesia",Europe,,3,Family
1948,14,2023,12,4,1323,5.0,2,9,10,2015,6,Park,National Park - Addis Ababa,"Main Street, Addis Ababa, Ethiopia",America,,4,Friends
1949,374,2015,6,1,1592,3.908411310854625,5,8,74,8276,236,Beach,Golden Sand Beach - Punta Cana,"Main Street, Punta Cana, Dominican Republic",Europe,,1,Business
1950,557,2018,12,3,1925,1.561095352251539,2,17,38,6548,2324,Temple,Ancient Temple - Hongkong,"Main Street, Hongkong, Hong Kong",America,,3,Family
1951,428,2020,11,3,2224,2.4067609066740534,5,9,85,1992,2979,Museum,Science Museum - Unawatuna,"Main Street, Unawatuna, Sri Lanka",Europe,,3,Family
1952,728,2024,4,3,1527,5.0,5,17,91,8759,219,Market,Flea Market - Ilorin,"Main Street, Ilorin, NIGERIA",Europe,,3,Family
1953,233,2022,3,3,1908,4.734417008695339,4,6,146,26,2265,Temple,Grand Mosque - Tavaksay,"Main Street, Tavaksay, Uzbekistan",Australia & Oceania,,3,Family
1954,705,2017,1,1,1829,3.267199375218844,2,7,41,8313,2230,Museum,Science Museum - Bogota,"Main Street, Bogota, Colombia",America,,1,Business
1955,563,2019,11,2,1607,1.947442837761436,2,2,30,6362,240,Park,National Park - Seven Mile Beach,"Main Street, Seven Mile Beach, Grand Cayman",America,,2,Couples
1956,939,2021,3,1,1671,1.057480823706996,2,17,108,5711,257,Temple,Cathedral - belize,"Main Street, belize, Belize",America,,1,Business
1957,887,2015,12,5,1799,1.083445890549636,5,10,109,8996,2213,Temple,Ancient Temple - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil",Europe,,5,Solo
1958,726,2021,9,1,2465,3.4479234541209065,5,17,8,6297,5686,Temple,Cathedral - South Pacific,"Main Street, South Pacific, Vanuatu",Europe,,1,Business
1959,663,2022,5,2,2062,1.0873275054096925,4,7,145,1994,2544,Beach,Golden Sand Beach - Beirut,"Main Street, Beirut, Lebanon",Australia & Oceania,,2,Couples
1960,440,2022,6,5,2829,4.974520567701491,2,21,80,2801,6875,Temple,Sacred Shrine - Monza,"Main Street, Monza, Italy",America,,5,Solo
1961,502,2023,5,4,2451,2.2335353339749524,4,18,156,1856,5682,Museum,History Museum - Rabaul,"Main Street, Rabaul, Papua New Guinea",Australia & Oceania,,4,Friends
1962,275,2020,1,3,2301,4.34282944747711,4,4,149,4959,3349,Temple,Sacred Shrine - Kota Bharu,"Main Street, Kota Bharu, Malaysia",Australia & Oceania,,3,Family
1963,850,2020,10,1,1861,1.6202388856496537,4,6,50,635,2251,Museum,Art Gallery - Punta del Este,"Main Street, Punta del Este, Uruguay",Australia & Oceania,,1,Business
1964,76,2016,1,4,2547,3.660373684390858,5,21,91,7017,6045,Temple,Sacred Shrine - Miskolc,"Main Street, Miskolc, Hungary",Europe,,4,Friends
1965,439,2017,4,1,1884,1.3224451538648703,5,13,7,5755,2256,Beach,Crystal Bay - Almaty,"Main Street, Almaty, Kazakhstan",Europe,,1,Business
1966,732,2018,3,4,1919,4.567113698132973,5,20,82,7025,2296,Market,Flea Market - Sanya,"Main Street, Sanya, China",Europe,,4,Friends
1967,860,2018,11,5,1981,3.3396843788993187,2,10,101,3307,2478,Temple,Ancient Temple - Manama,"Main Street, Manama, Bahrain",America,,5,Solo
1968,956,2022,8,3,1611,1.8446667736056601,3,14,73,957,242,Museum,Art Gallery - Kingston,"Main Street, Kingston, Jamaica",Asia,,3,Family
1969,699,2015,12,2,2827,4.394344756800022,2,11,41,4971,6875,Park,National Park - Monza,"Main Street, Monza, Italy",America,,2,Couples
1970,289,2024,12,4,2664,3.688074459106808,3,17,70,3643,6328,Temple,Sacred Shrine - Azerbaijan,"Main Street, Azerbaijan, Azerbaijan",Asia,,4,Friends
1971,915,2018,7,3,2726,5.0,4,2,101,4335,6521,Museum,Art Gallery - Kuopio,"Main Street, Kuopio, Finland",Australia & Oceania,,3,Family
1972,540,2018,11,3,1313,5.0,2,16,21,3952,3,Market,Farmers' Market - N'Djamena,"Main Street, N'Djamena, Chad",America,,3,Family
1973,891,2015,7,3,2171,5.0,5,4,21,7082,2660,Temple,Sacred Shrine - Paro,"Main Street, Paro, Bhutan",Europe,,3,Family
1974,692,2017,8,4,1322,1.811140800801872,4,17,107,8034,6,Beach,Sunset Cove - Addis Ababa,"Main Street, Addis Ababa, Ethiopia",Australia & Oceania,,4,Friends
1975,253,2019,10,4,2369,1.9838310470180938,5,18,90,5940,4503,Museum,Art Gallery - Kings Beach,"Main Street, Kings Beach, Australia",Europe,,4,Friends
1976,126,2020,7,5,2782,4.950823238864792,4,7,27,1379,6726,Museum,Science Museum - Banja Luka,"Main Street, Banja Luka, Bosnia and Herzegovina",Australia & Oceania,,5,Solo
1977,177,2023,10,4,2962,3.450403285594824,5,10,121,2159,9142,Temple,Ancient Temple - Sanaa,"Main Street, Sanaa, Yemen",Europe,,4,Friends
1978,37,2023,2,2,2123,1.9528562113165906,3,20,133,5410,2598,Beach,Crystal Bay - Bursa,"Main Street, Bursa, Turkey",Asia,,2,Couples
1979,410,2023,4,4,2563,4.578657953994632,2,19,153,5935,6073,Park,National Park - Vilnius,"Main Street, Vilnius, Lithuania",America,,4,Friends
1980,611,2015,11,2,1927,2.057140884849928,2,12,113,7332,2327,Temple,Cathedral - Wan Chai,"Main Street, Wan Chai, Hong Kong",America,,2,Couples
1981,610,2023,6,4,2841,4.408862752074569,5,4,62,7305,6949,Museum,History Museum - Attard,"Main Street, Attard, Malta",Europe,,4,Friends
1982,127,2022,3,1,1378,4.349143111399044,5,2,50,3375,32,Beach,Golden Sand Beach - Dar es Salaam,"Main Street, Dar es Salaam, Tanzania",Europe,,1,Business
1983,483,2016,3,3,2306,4.637053509181122,4,9,97,3491,3428,Temple,Ancient Temple - Yangon,"Main Street, Yangon, Myanmar",Australia & Oceania,,3,Family
1984,168,2015,6,4,1345,2.5961912327917416,2,9,164,3174,13,Temple,Grand Mosque - Bel Ombre,"Main Street, Bel Ombre, Mauritius",America,,4,Friends
1985,592,2015,1,2,1768,2.6064742963169483,5,8,161,5179,1021,Museum,Art Gallery - Evansville,"Main Street, Evansville, United States",Europe,,2,Couples
1986,294,2020,1,5,1855,2.6530040129331054,3,5,31,930,2249,Temple,Grand Mosque - Paramaribo,"Main Street, Paramaribo, Suriname",Asia,,5,Solo
1987,845,2023,5,4,1685,3.4650916724178873,2,12,4,2605,261,Museum,Science Museum - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica",America,,4,Friends
1988,638,2021,1,3,1542,2.169491406160544,2,1,52,8561,223,Beach,Paradise Beach - Dakar,"Main Street, Dakar, Senegal",America,,3,Family
1989,343,2019,10,3,2785,3.3098802016573696,2,2,115,3675,6726,Temple,Ancient Temple - Banja Luka,"Main Street, Banja Luka, Bosnia and Herzegovina",America,,3,Family
1990,310,2016,8,5,2488,3.043131962061919,3,13,144,3620,5693,Museum,Science Museum - Bali&Austria,"Main Street, Bali&Austria, Austria",Asia,,5,Solo
1991,662,2015,2,2,2667,3.1268359863242097,5,12,153,7611,6331,Park,Wildlife Reserve - Minsk Region,"Main Street, Minsk Region, Belarus",Europe,,2,Couples
1992,528,2016,6,4,2354,4.779601719937833,3,16,47,140,3661,Museum,Cultural Heritage Center - Hai Phong,"Main Street, Hai Phong, Vietnam",Asia,,4,Friends
1993,540,2015,10,4,2652,3.569337993917981,2,16,21,3952,6250,Museum,Cultural Heritage Center - Klosters,"Main Street, Klosters, Switzerland",America,,4,Friends
1994,419,2017,10,5,2240,1.9231356900547008,5,9,147,206,2982,Park,Wildlife Reserve - Brunei,"Main Street, Brunei, Brunei Darussalam",Europe,,5,Solo
1995,444,2020,5,4,2835,4.152514952976748,3,2,27,7362,6958,Museum,Cultural Heritage Center - Marsaxlokk,"Main Street, Marsaxlokk, Malta",Asia,,4,Friends
1996,685,2022,10,4,2258,4.689256576346501,5,19,124,5308,3000,Museum,History Museum - Dili District,"Main Street, Dili District, East Timor",Europe,,4,Friends
1997,558,2017,12,5,2401,2.277486665753047,1,7,142,7197,5469,Museum,Cultural Heritage Center - Moorea,"Main Street, Moorea, French Polynesia",Africa,,5,Solo
1998,840,2024,12,4,1461,4.08122371607042,5,14,120,3407,84,Museum,Art Gallery - Gaborone,"Main Street, Gaborone, Botswana",Europe,,4,Friends
1999,236,2023,4,4,2810,2.0877519837840506,5,13,113,8653,6785,Market,Farmers' Market - Syvota,"Main Street, Syvota, Greece",Europe,,4,Friends
2000,439,2024,1,1,2942,2.367705218312256,5,13,7,5755,7758,Market,Flea Market - Huizen,"Main Street, Huizen, Netherlands",Europe,,1,Business
2001,214,2019,3,3,2750,5.0,2,2,147,6920,6597,Temple,Ancient Temple - Longyearbyen,"Main Street, Longyearbyen, Norway",America,,3,Family
2002,85,2021,12,4,2122,5.0,3,21,124,6057,2598,Park,Wildlife Reserve - Bursa,"Main Street, Bursa, Turkey",Asia,,4,Friends
2003,794,2022,4,3,2066,3.8012983149722546,5,21,108,5553,2548,Market,Flea Market - Tripoli,"Main Street, Tripoli, Lebanon",Europe,,3,Family
2004,744,2017,2,3,1568,4.309405843460427,4,12,122,2774,230,Museum,Science Museum - Cayman Island,"Main Street, Cayman Island, Cayman Island",Australia & Oceania,,3,Family
2005,85,2016,12,1,2235,4.4160616608237655,3,21,124,6057,2988,Museum,History Museum - Kuala Belait,"Main Street, Kuala Belait, Brunei Darussalam",Asia,,1,Business
2006,921,2016,2,3,1835,5.0,5,6,117,923,2239,Museum,Science Museum - Guayaquil,"Main Street, Guayaquil, Ecuador",Europe,,3,Family
2007,489,2019,2,2,1939,2.959545761159078,5,11,133,6872,2350,Beach,Golden Sand Beach - Iwakuni,"Main Street, Iwakuni, Japan",Europe,,2,Couples
2008,65,2015,11,2,2787,3.2463029465041373,3,4,126,8245,6727,Temple,Sacred Shrine - Gradacac,"Main Street, Gradacac, Bosnia and Herzegovina",Asia,,2,Couples
2009,646,2016,1,3,1416,3.162566266591321,5,20,132,4165,44,Market,Night Market - Alger,"Main Street, Alger, Algeria",Europe,,3,Family
2010,663,2023,10,4,2036,1.787927748225715,4,7,145,1994,2534,Park,Wildlife Reserve - Amman,"Main Street, Amman, Jordan",Australia & Oceania,,4,Friends
2011,627,2021,2,3,2752,3.1912138897952738,4,9,65,1365,6597,Beach,Paradise Beach - Longyearbyen,"Main Street, Longyearbyen, Norway",Australia & Oceania,,3,Family
2012,64,2020,6,2,1406,4.162509357532309,3,19,36,6556,45,Beach,Paradise Beach - Algiers,"Main Street, Algiers, Algeria",Asia,,2,Couples
2013,343,2023,3,1,2128,4.219541991966114,2,2,115,3675,2603,Market,Flea Market - Goreme,"Main Street, Goreme, Turkey",America,,1,Business
2014,939,2021,10,3,1559,5.0,2,17,108,5711,229,Market,Local Bazaar - Saint Philip Parish,"Main Street, Saint Philip Parish, Barbados",America,,3,Family
2015,875,2019,5,4,1602,1.7058668207038763,1,6,49,7872,239,Market,Farmers' Market - Grand Cayman,"Main Street, Grand Cayman, Grand Cayman",Africa,,4,Friends
2016,919,2023,1,4,1966,3.6086183583225355,5,13,64,6112,2470,Market,Flea Market - Taoyuan,"Main Street, Taoyuan, Taiwan",Europe,,4,Friends
2017,352,2020,8,2,2475,1.429697951748305,5,9,86,3009,5687,Temple,Sacred Shrine - EU,"Main Street, EU, Europe",Europe,,2,Couples
2018,158,2020,4,3,1574,2.3029687326629733,5,5,98,8548,232,Park,Eco Park - CuraÃ§ao,"Main Street, CuraÃ§ao, Curacao",Europe,,3,Family
2019,589,2018,9,5,2192,4.600866009522425,2,6,30,3850,2925,Market,Night Market - Addu City,"Main Street, Addu City, Maldives",America,,5,Solo
2020,491,2015,4,2,2248,2.9871650337187834,4,17,116,3923,2997,Temple,Ancient Temple - Siem Reap Province,"Main Street, Siem Reap Province, Cambodia",Australia & Oceania,,2,Couples
2021,658,2019,2,3,2165,4.534179683586455,3,17,1,1527,2648,Temple,Sacred Shrine - Dhaka City,"Main Street, Dhaka City, Bangladesh",Asia,,3,Family
2022,855,2023,3,3,2553,1.7575364237147233,2,10,30,7740,6059,Park,National Park - Dreilini,"Main Street, Dreilini, Latvia",America,,3,Family
2023,463,2022,5,1,2194,2.667306015699408,5,2,46,2293,2934,Beach,Crystal Bay - Male,"Main Street, Male, Maldives",Europe,,1,Business
2024,225,2022,12,1,2601,3.696961122657351,3,21,30,5224,6154,Park,Wildlife Reserve - Targu Mures,"Main Street, Targu Mures, Romania",Asia,,1,Business
2025,917,2019,10,3,1611,2.0336259251128532,3,17,118,2726,242,Museum,Art Gallery - Kingston,"Main Street, Kingston, Jamaica",Asia,,3,Family
2026,313,2023,6,1,2715,2.3032715164227326,1,17,44,3584,6436,Market,Local Bazaar - Frederikssund,"Main Street, Frederikssund, Denmark",Africa,,1,Business
2027,615,2017,7,1,1924,1.258191220095533,5,15,11,2094,2324,Park,National Park - Hongkong,"Main Street, Hongkong, Hong Kong",Europe,,1,Business
2028,919,2017,4,3,2805,4.105359763478042,5,13,64,6112,6732,Market,Farmers' Market - Bulgaria,"Main Street, Bulgaria, Bulgaria",Europe,,3,Family
2029,859,2015,7,1,2815,4.883565036232474,4,12,124,8027,6771,Museum,History Museum - Orestiada,"Main Street, Orestiada, Greece",Australia & Oceania,,1,Business
2030,813,2023,10,3,1528,4.808181964571318,2,20,156,6812,219,Museum,History Museum - Ilorin,"Main Street, Ilorin, NIGERIA",America,,3,Family
2031,940,2020,3,1,2653,4.8984924672302625,4,2,52,2876,6250,Temple,Grand Mosque - Klosters,"Main Street, Klosters, Switzerland",Australia & Oceania,,1,Business
2032,466,2016,7,3,1436,4.882419180393586,3,6,129,7743,67,Museum,Art Gallery - Chefchaouen,"Main Street, Chefchaouen, Morocco",Asia,,3,Family
2033,88,2022,4,4,1927,4.920783224787915,5,6,15,9081,2327,Temple,Cathedral - Wan Chai,"Main Street, Wan Chai, Hong Kong",Europe,,4,Friends
2034,883,2023,8,4,1467,3.8087087814853704,1,11,131,1926,85,Beach,Crystal Bay - Chintheche,"Main Street, Chintheche, Malawi",Africa,,4,Friends
2035,303,2023,9,3,2676,3.5730092456528397,4,13,86,5159,6341,Park,Eco Park - Duluth,"Main Street, Duluth, Georgia",Australia & Oceania,,3,Family
2036,680,2016,7,1,2603,2.6250170657113103,5,5,46,3259,6138,Temple,Ancient Temple - Ghimbav,"Main Street, Ghimbav, Romania",Europe,,1,Business
2037,435,2016,8,4,1849,4.77237958018352,2,13,42,2833,2248,Market,Farmers' Market - Santa Lucia,"Main Street, Santa Lucia, Peru",America,,4,Friends
2038,682,2021,8,2,2603,1.7282704491120984,3,20,136,8637,6138,Temple,Ancient Temple - Ghimbav,"Main Street, Ghimbav, Romania",Asia,,2,Couples
2039,135,2018,2,1,1833,1.2248996632967728,5,0,118,9084,2238,Temple,Sacred Shrine - Cuenca,"Main Street, Cuenca, Ecuador",Europe,,1,Business
2040,50,2015,9,4,1662,5.0,2,3,94,2829,258,Beach,Paradise Beach - Caye Caulker,"Main Street, Caye Caulker, Belize",America,,4,Friends
2041,432,2022,6,5,1618,1.0151127408139082,5,20,47,8713,244,Beach,Crystal Bay - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico",Europe,,5,Solo
2042,340,2016,11,3,1278,5.0,2,6,87,629,3,45,Ullen Sentalu Museum,"Jl. Boyong Taman Wisata, 55581 Indonesia",America,History Museums,3,Family
2043,347,2017,4,1,1899,3.9154134794950632,5,12,140,8308,2262,Temple,Sacred Shrine - Mongolia,"Main Street, Mongolia, Mongolia",Europe,,1,Business
2044,646,2019,5,5,2424,2.3139956787913105,5,20,132,4165,5479,Museum,Art Gallery - Noumea,"Main Street, Noumea, New Caledonia",Europe,,5,Solo
2045,347,2017,10,1,1647,3.791279372345241,5,12,140,8308,254,Temple,Sacred Shrine - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago",Europe,,1,Business
2046,649,2021,5,5,2893,4.27150062874051,5,8,28,4898,7118,Park,National Park - Manresa,"Main Street, Manresa, Spain",Europe,,5,Solo
2047,245,2021,7,3,1795,2.4814482239457436,1,0,47,6708,2183,Park,National Park - Jericoacoara,"Main Street, Jericoacoara, Brazil",Africa,,3,Family
2048,109,2016,9,3,2578,4.583582733118328,2,9,141,3797,6080,Market,Farmers' Market - Luxembourg District,"Main Street, Luxembourg District, Luxembourg",America,,3,Family
2049,825,2021,7,3,2575,4.717478500032961,4,2,49,4995,6076,Museum,History Museum - Kehlen,"Main Street, Kehlen, Luxembourg",Australia & Oceania,,3,Family
2050,799,2020,9,5,2170,1.9974185205013817,5,7,41,6161,2660,Museum,Cultural Heritage Center - Paro,"Main Street, Paro, Bhutan",Europe,,5,Solo
2051,533,2024,4,5,2940,1.1677054175119341,5,12,128,6044,7662,Market,Local Bazaar - Beverwijk,"Main Street, Beverwijk, Netherlands",Europe,,5,Solo
2052,90,2023,10,3,2074,2.3164891382323907,4,11,146,5277,2551,Temple,Sacred Shrine - Muscat Governorate,"Main Street, Muscat Governorate, Oman",Australia & Oceania,,3,Family
2053,296,2023,10,4,1494,2.302585635557578,4,2,152,8712,137,Market,Night Market - Johannesburg South,"Main Street, Johannesburg South, South Africa",Australia & Oceania,,4,Friends
2054,112,2016,4,4,2718,1.7609618167019327,2,13,136,3608,6469,Market,Flea Market - Middelfart,"Main Street, Middelfart, Denmark",America,,4,Friends
2055,813,2021,6,4,1238,4.404029538620783,2,20,156,6812,3,2,Sewu Temple,Yogyakarta,America,Ancient Ruins,4,Friends
2056,589,2019,8,4,2623,3.0198996978336328,2,6,30,3850,6163,Museum,Art Gallery - Bratislava,"Main Street, Bratislava, Slovakia",America,,4,Friends
2057,177,2020,9,1,2408,4.537544669815434,5,10,121,2159,5475,Beach,Sunset Cove - Tamuning,"Main Street, Tamuning, Mariana Islands",Europe,,1,Business
2058,343,2015,1,3,1356,2.508684422660744,2,2,115,3675,25,Museum,History Museum - Mahe Island,"Main Street, Mahe Island, Seychelles",America,,3,Family
2059,660,2021,1,5,1886,2.8129286603997095,4,20,87,4371,2260,Park,Botanical Garden - Kaztsik,"Main Street, Kaztsik, Kazakhstan",Australia & Oceania,,5,Solo
2060,101,2020,8,5,1389,3.5560697157070513,2,7,149,2225,37,Beach,Crystal Bay - Kampala,"Main Street, Kampala, Uganda",America,,5,Solo
2061,758,2018,11,1,2133,4.509859798687112,4,12,28,4385,2599,Park,Eco Park - Datca,"Main Street, Datca, Turkey",Australia & Oceania,,1,Business
2062,629,2015,7,2,1300,3.0984844064774992,2,21,45,3677,0,Park,National Park - -,"Main Street, -, -",America,,2,Couples
2063,604,2023,9,5,1870,2.4940985112495313,2,10,125,2462,2253,Museum,History Museum - Asia,"Main Street, Asia, Asia",America,,5,Solo
2064,401,2018,11,3,1963,4.968060313888035,2,17,92,5446,2453,Beach,Golden Sand Beach - Banqiao,"Main Street, Banqiao, Taiwan",America,,3,Family
2065,28,2016,3,4,2155,2.740985698750442,4,12,8,5186,2643,Temple,Sacred Shrine - Bangladesh,"Main Street, Bangladesh, Bangladesh",Australia & Oceania,,4,Friends
2066,937,2022,10,2,2689,1.3176947985303058,1,12,154,4501,6385,Temple,Grand Mosque - Novosibirsk,"Main Street, Novosibirsk, Russia",Africa,,2,Couples
2067,962,2016,12,5,1792,2.78016843004096,4,9,96,2829,2163,Market,Farmers' Market - Santa Cruz,"Main Street, Santa Cruz, Bolivia",Australia & Oceania,,5,Solo
2068,537,2019,5,2,2315,4.140373225991968,5,5,47,888,3427,Market,Flea Market - Mandalay,"Main Street, Mandalay, Myanmar",Europe,,2,Couples
2069,58,2020,3,2,2616,1.1231233270140923,2,14,81,7242,6157,Market,Local Bazaar - Kragujevac,"Main Street, Kragujevac, Serbia",America,,2,Couples
2070,498,2022,5,2,1301,3.3435289799583683,2,7,131,1477,0,Museum,Cultural Heritage Center - -,"Main Street, -, -",America,,2,Couples
2071,297,2015,10,5,1514,3.3778561941089444,5,4,36,3213,215,Temple,Grand Mosque - Abidjan,"Main Street, Abidjan, Côte d'Ivoire",Europe,,5,Solo
2072,134,2015,1,4,2310,5.0,3,12,3,4969,3430,Market,Flea Market - Yangon Region,"Main Street, Yangon Region, Myanmar",Asia,,4,Friends
2073,331,2018,11,4,2321,2.6458592685800872,3,4,120,3319,3515,Temple,Grand Mosque - Siargao Island,"Main Street, Siargao Island, Philippines",Asia,,4,Friends
2074,249,2019,4,3,1316,2.6153464528427848,5,12,124,8351,5,Museum,Science Museum - Kigali Province,"Main Street, Kigali Province, Rwanda",Europe,,3,Family
2075,550,2023,6,5,2179,2.7619346053587126,5,6,115,3766,2782,Park,Wildlife Reserve - Kochi,"Main Street, Kochi, India",Europe,,5,Solo
2076,902,2021,2,4,1447,2.9276596058860607,1,12,98,1630,76,Market,Night Market - Carthage,"Main Street, Carthage, Tunisia",Africa,,4,Friends
2077,941,2021,7,4,2661,4.445383450757307,3,21,96,3192,6329,Park,National Park - Baku,"Main Street, Baku, Azerbaijan",Asia,,4,Friends
2078,75,2022,8,5,2005,3.5670083085261983,5,2,140,7928,2496,Temple,Cathedral - Isfahan,"Main Street, Isfahan, Iran",Europe,,5,Solo
2079,654,2019,1,3,2686,4.535684151625065,5,12,86,1185,6385,Park,Wildlife Reserve - Novosibirsk,"Main Street, Novosibirsk, Russia",Europe,,3,Family
